order_id,delivery_partner_id,delivery_status,delivery_time_minutes,distance_km,reasons_if_delayed
8955500595,25552,Slightly Delayed,10.0,1.61,Traffic
6946637946,5892,Slightly Delayed,12.0,3.18,Traffic
5461546808,27664,Significantly Delayed,24.0,3.96,Traffic
9921425481,85617,Significantly Delayed,29.0,1.61,Traffic
3583323379,94205,On Time,0.0,3.22,
3427534518,75483,Significantly Delayed,21.0,2.85,Traffic
9997994965,28092,On Time,-3.0,0.99,
5015358514,65069,On Time,1.0,2.09,Traffic
5769065545,46466,On Time,3.0,1.96,Traffic
4062815570,54881,On Time,2.0,0.65,Traffic
39405769,6878,Slightly Delayed,15.0,1.11,Traffic
9553518696,82335,On Time,-1.0,2.27,
8023712979,37477,On Time,-2.0,4.56,
1111747100,11420,On Time,3.0,3.55,Traffic
3598180305,8123,On Time,-2.0,2.58,
8171660349,78974,On Time,-5.0,4.39,
3644704128,83363,On Time,-4.0,3.11,
1254907139,44092,On Time,4.0,2.51,Traffic
9810593187,15180,Slightly Delayed,10.0,3.03,Traffic
3205629870,79493,On Time,-4.0,4.07,
8608459871,62412,On Time,2.0,1.29,Traffic
2730458449,9689,Slightly Delayed,10.0,3.83,Traffic
2807397566,2121,On Time,4.0,1.89,Traffic
7217535512,61549,On Time,-4.0,3.07,
3321951407,79598,On Time,-3.0,1.88,
7189146676,60018,On Time,3.0,3.05,Traffic
5601251774,14314,Significantly Delayed,21.0,2.84,Traffic
8884350133,249,On Time,2.0,1.92,Traffic
8168306307,51445,On Time,1.0,1.74,Traffic
7689275881,65098,On Time,-1.0,3.23,
6593510732,32589,Slightly Delayed,11.0,2.46,Traffic
3066405445,11326,On Time,4.0,0.84,Traffic
5319633841,41929,On Time,3.0,4.16,Traffic
1113665104,96538,On Time,-4.0,4.89,
8436983782,97548,On Time,-4.0,3.44,
1958942711,64613,On Time,0.0,1.78,
6485627928,36234,On Time,-1.0,3.92,
8147959428,66010,On Time,3.0,3.8,Traffic
3697060283,73189,On Time,5.0,4.58,Traffic
2039437258,74030,On Time,2.0,0.88,Traffic
7655293952,14565,On Time,4.0,3.51,Traffic
39791095,41559,On Time,5.0,2.49,Traffic
8071046067,48240,On Time,-1.0,1.4,
2656326203,76228,On Time,5.0,0.79,Traffic
2366866840,87681,On Time,0.0,4.8,
8227348656,44555,On Time,-3.0,3.75,
3917024194,47124,On Time,2.0,1.01,Traffic
3101265,20246,On Time,3.0,2.45,Traffic
9907835880,66363,On Time,-2.0,4.11,
3396210655,46263,On Time,-3.0,1.68,
3000018472,63482,On Time,1.0,1.01,Traffic
7166339556,79368,On Time,-2.0,2.77,
2194351161,55557,On Time,-2.0,1.37,
3224986973,24389,On Time,1.0,4.65,Traffic
6882280967,56116,On Time,2.0,1.14,Traffic
8556188247,41435,On Time,-2.0,1.67,
5236345617,34945,On Time,0.0,2.36,
5153146875,65057,Slightly Delayed,9.0,1.68,Traffic
2011151353,53602,On Time,-3.0,0.68,
9880145668,94777,Slightly Delayed,13.0,1.06,Traffic
2724264210,6735,Slightly Delayed,13.0,0.99,Traffic
871734663,57171,Slightly Delayed,12.0,2.48,Traffic
3883638432,42306,Significantly Delayed,26.0,4.79,Traffic
1282422181,1443,Slightly Delayed,7.0,5.0,Traffic
4500802008,74327,On Time,3.0,3.62,Traffic
8209715885,94880,On Time,1.0,0.92,Traffic
9391482926,36274,Slightly Delayed,9.0,3.18,Traffic
7217765772,12036,On Time,3.0,2.28,Traffic
7848556658,34490,On Time,-3.0,1.08,
9000851345,86432,On Time,5.0,0.99,Traffic
3019634875,76065,On Time,-1.0,2.89,
7013612817,74574,Significantly Delayed,26.0,1.84,Traffic
59461109,48662,On Time,0.0,2.72,
740245864,17264,On Time,-1.0,4.55,
8432648823,91242,On Time,3.0,2.06,Traffic
5863164527,26359,Slightly Delayed,8.0,2.68,Traffic
8615999186,77204,On Time,1.0,3.65,Traffic
1743268828,78986,On Time,5.0,2.31,Traffic
5475369740,16243,On Time,1.0,1.31,Traffic
6520584496,79790,Significantly Delayed,17.0,1.73,Traffic
3854394048,83316,On Time,-4.0,3.36,
4105779656,41188,On Time,4.0,2.08,Traffic
5960266785,88310,On Time,-3.0,1.36,
7380998329,14278,On Time,0.0,0.83,
460625201,34818,On Time,-2.0,1.35,
5442705208,53708,On Time,-5.0,1.6,
643302284,92172,Slightly Delayed,11.0,3.99,Traffic
6141016209,66040,On Time,0.0,2.59,
4058658914,15833,On Time,0.0,3.1,
4731454539,57976,On Time,0.0,3.91,
148408710,15102,On Time,4.0,0.87,Traffic
3263142674,63585,On Time,1.0,4.24,Traffic
9591201821,87917,Slightly Delayed,13.0,3.17,Traffic
2227944524,30179,On Time,4.0,3.4,Traffic
2307375554,73572,Slightly Delayed,12.0,4.24,Traffic
8521887524,77426,Slightly Delayed,13.0,2.3,Traffic
3298709387,86131,On Time,5.0,0.63,Traffic
8608686211,95050,Slightly Delayed,11.0,2.83,Traffic
5125482761,85795,Slightly Delayed,10.0,3.58,Traffic
7388146343,94498,Slightly Delayed,13.0,4.5,Traffic
7064723322,94412,Significantly Delayed,17.0,3.82,Traffic
1766291529,27514,Slightly Delayed,15.0,1.2,Traffic
8183491568,48175,Slightly Delayed,12.0,3.15,Traffic
6419111681,66008,On Time,0.0,1.04,
9193945481,44100,Slightly Delayed,6.0,3.22,Traffic
3937750618,76499,On Time,0.0,3.91,
2056682923,32053,Slightly Delayed,12.0,0.58,Traffic
7229998672,32978,Slightly Delayed,14.0,2.12,Traffic
7028582657,88805,Slightly Delayed,10.0,4.92,Traffic
1732091066,91109,On Time,-3.0,1.34,
9389363975,56285,Significantly Delayed,23.0,2.13,Traffic
9477050930,29995,On Time,3.0,3.92,Traffic
6808771388,8970,On Time,1.0,1.22,Traffic
7616458551,92475,Slightly Delayed,13.0,2.18,Traffic
2784959025,86825,On Time,3.0,4.77,Traffic
2716611235,66366,On Time,1.0,4.56,Traffic
3797871396,59554,On Time,5.0,1.81,Traffic
5895445193,40476,Slightly Delayed,7.0,4.33,Traffic
5281640953,76660,On Time,1.0,1.51,Traffic
9006387145,32558,Slightly Delayed,9.0,1.29,Traffic
2015702046,63937,Slightly Delayed,14.0,4.66,Traffic
9260334793,38060,On Time,3.0,3.82,Traffic
5912752928,26396,On Time,-1.0,2.49,
7691723645,28979,On Time,3.0,3.0,Traffic
9166904790,37462,On Time,-2.0,1.4,
1668797251,14539,On Time,5.0,0.7,Traffic
3350348511,64424,On Time,-5.0,4.47,
2475154947,5307,Slightly Delayed,7.0,1.6,Traffic
1348544692,36408,Slightly Delayed,6.0,1.33,Traffic
6770208707,86742,On Time,-2.0,1.38,
9500356395,1348,On Time,1.0,4.79,Traffic
6280233997,52738,On Time,-5.0,4.5,
935645101,22930,Significantly Delayed,30.0,0.92,Traffic
3492077995,11413,On Time,-4.0,3.16,
6971044672,4558,Slightly Delayed,12.0,4.35,Traffic
9417710958,8300,On Time,-4.0,4.22,
114851727,8766,On Time,-1.0,0.87,
7521503340,38651,On Time,-3.0,2.73,
7709878408,24294,On Time,2.0,4.39,Traffic
7941755463,821,On Time,3.0,2.94,Traffic
4540271027,7176,On Time,2.0,1.86,Traffic
8022168472,42469,Slightly Delayed,8.0,2.58,Traffic
3808358945,14986,Slightly Delayed,9.0,2.67,Traffic
5112444865,2692,On Time,-5.0,2.02,
9965551056,98962,Slightly Delayed,6.0,2.4,Traffic
7695708103,87812,On Time,1.0,4.44,Traffic
7022728237,81122,On Time,0.0,3.91,
2062715135,43272,On Time,0.0,1.17,
3287815959,42829,Significantly Delayed,21.0,2.8,Traffic
9015471552,72941,On Time,0.0,1.88,
1595123446,25599,On Time,2.0,2.34,Traffic
4888577440,1050,On Time,-5.0,1.06,
9039053330,93032,On Time,-1.0,3.5,
3091360904,32085,On Time,0.0,4.04,
6821938492,78087,On Time,1.0,0.96,Traffic
4553785640,48308,On Time,1.0,4.56,Traffic
4005611015,10416,Slightly Delayed,14.0,2.77,Traffic
8480910658,38062,On Time,5.0,2.11,Traffic
1922667245,44104,On Time,1.0,4.19,Traffic
379758677,53840,Slightly Delayed,13.0,3.84,Traffic
4903380842,76089,Slightly Delayed,6.0,0.86,Traffic
9244122658,24492,Significantly Delayed,23.0,1.9,Traffic
5054410467,48965,On Time,-3.0,1.76,
9877212995,52198,On Time,-5.0,3.48,
8375236356,8079,On Time,4.0,4.38,Traffic
2652063230,55939,On Time,1.0,0.7,Traffic
7258243894,15896,On Time,-1.0,4.18,
5980648426,76780,Significantly Delayed,16.0,4.67,Traffic
365104159,42058,Significantly Delayed,19.0,1.41,Traffic
7038005775,77255,On Time,-4.0,2.96,
1456792223,9753,On Time,-5.0,3.65,
6673964264,33183,On Time,1.0,2.02,Traffic
5780280518,82210,On Time,3.0,3.34,Traffic
6220137166,307,Slightly Delayed,15.0,4.63,Traffic
2615887425,32500,Slightly Delayed,10.0,2.09,Traffic
5610987488,51046,On Time,-4.0,0.85,
6038240765,66705,On Time,0.0,3.29,
5004974422,85319,On Time,-1.0,1.63,
2349863203,76889,On Time,4.0,4.83,Traffic
9487956261,23324,Slightly Delayed,10.0,3.23,Traffic
7169945062,62218,On Time,3.0,4.36,Traffic
5393866026,23975,On Time,-5.0,2.3,
7266772806,19227,On Time,4.0,1.4,Traffic
2411227007,63131,On Time,3.0,2.53,Traffic
960728650,42554,Slightly Delayed,7.0,3.51,Traffic
2326500581,53100,On Time,5.0,3.58,Traffic
9489310879,13348,On Time,-3.0,1.32,
2341242955,6285,Significantly Delayed,19.0,3.34,Traffic
1023485121,74337,On Time,2.0,1.34,Traffic
9742218709,4129,On Time,-1.0,4.99,
9039933820,11046,On Time,-1.0,4.88,
1391881327,48329,On Time,4.0,3.69,Traffic
3360648053,10234,On Time,5.0,2.52,Traffic
9758418980,77182,On Time,-4.0,3.4,
9859459525,319,On Time,0.0,3.56,
6924226309,6964,Slightly Delayed,11.0,3.61,Traffic
7672052920,30194,On Time,-4.0,3.15,
4597359399,5286,On Time,-2.0,2.78,
665402174,77757,On Time,-3.0,1.18,
3986082657,55010,On Time,-1.0,1.35,
4275746826,59737,On Time,-3.0,4.92,
525864604,60733,On Time,2.0,1.2,Traffic
4473658819,14104,On Time,-4.0,1.81,
8824559505,56907,On Time,-3.0,4.12,
1824646473,88937,On Time,-5.0,1.7,
776389097,75111,Slightly Delayed,15.0,1.62,Traffic
4908634706,13171,On Time,1.0,0.69,Traffic
3516204561,1455,On Time,0.0,1.81,
9510792757,28724,On Time,0.0,4.93,
3504903228,90336,Slightly Delayed,8.0,1.84,Traffic
3438202422,94413,Significantly Delayed,27.0,4.09,Traffic
3007616042,42230,Significantly Delayed,22.0,3.57,Traffic
4656199468,68579,Significantly Delayed,30.0,4.72,Traffic
6994560237,76628,On Time,-2.0,2.4,
8442552565,27187,Significantly Delayed,27.0,2.62,Traffic
414299117,13455,On Time,0.0,4.8,
8146956033,56350,On Time,-4.0,4.86,
7919748594,23133,On Time,2.0,0.52,Traffic
7834171020,97901,On Time,3.0,2.87,Traffic
3735968672,57850,On Time,-2.0,0.62,
3864051985,95883,Significantly Delayed,28.0,2.43,Traffic
8299074079,16269,On Time,1.0,1.16,Traffic
891333736,92557,Significantly Delayed,29.0,3.22,Traffic
2874220576,57749,On Time,-3.0,1.12,
6375536946,94134,On Time,1.0,2.02,Traffic
1966054573,87453,Significantly Delayed,26.0,1.59,Traffic
1565942558,92722,On Time,0.0,0.64,
4624281313,30435,On Time,3.0,4.96,Traffic
6884010758,63064,On Time,2.0,4.26,Traffic
4351744653,45994,Significantly Delayed,19.0,2.14,Traffic
8698000932,22719,Significantly Delayed,24.0,4.43,Traffic
3844380421,52805,On Time,-4.0,3.3,
7105842598,1898,On Time,-5.0,1.96,
8993722297,53094,On Time,3.0,3.27,Traffic
2929439019,75818,On Time,-2.0,3.2,
1661854320,19933,On Time,5.0,3.68,Traffic
3082165628,30186,On Time,-4.0,1.08,
1745045814,4796,On Time,-3.0,2.81,
813387880,92699,On Time,-1.0,2.58,
8189879400,89826,On Time,-4.0,1.83,
8465045467,34692,On Time,-2.0,1.16,
9232350528,22738,On Time,-1.0,1.07,
1728666371,77801,Significantly Delayed,23.0,1.6,Traffic
6131815766,34359,On Time,0.0,1.64,
6438773635,188,On Time,-5.0,1.85,
6912676966,15416,On Time,0.0,1.08,
2840314717,56917,On Time,-1.0,1.91,
9508359721,85036,Slightly Delayed,9.0,1.58,Traffic
2244679313,2273,On Time,4.0,3.56,Traffic
9407544177,59002,On Time,4.0,4.1,Traffic
2528398796,58075,Slightly Delayed,11.0,2.63,Traffic
9464988762,64401,On Time,-4.0,3.68,
6373867899,71865,On Time,5.0,2.39,Traffic
4028185110,30697,Slightly Delayed,7.0,1.16,Traffic
9717018638,78169,Slightly Delayed,8.0,4.44,Traffic
4898477588,11074,On Time,-5.0,2.11,
4723165081,60832,On Time,-4.0,3.61,
2845954128,64804,On Time,-2.0,1.05,
23158044,66644,On Time,0.0,2.64,
1486548042,74963,Slightly Delayed,9.0,2.73,Traffic
708351411,21614,Slightly Delayed,8.0,1.91,Traffic
5512110908,31823,Significantly Delayed,26.0,1.88,Traffic
2295441899,21929,Slightly Delayed,8.0,3.92,Traffic
4867173151,40357,On Time,2.0,2.7,Traffic
4635037652,80201,On Time,-5.0,0.93,
2209259378,91054,On Time,-5.0,1.92,
4079286483,29223,On Time,2.0,4.18,Traffic
9506078962,82546,Slightly Delayed,14.0,0.51,Traffic
6894691072,13462,On Time,4.0,2.36,Traffic
4481256065,34584,Significantly Delayed,22.0,0.53,Traffic
5050919809,7758,On Time,3.0,4.41,Traffic
1328085383,73436,On Time,-3.0,3.29,
5382246981,18853,On Time,4.0,2.17,Traffic
5647827263,69561,On Time,-1.0,3.35,
9244268951,85934,On Time,4.0,3.0,Traffic
6217777735,29335,On Time,-5.0,1.22,
3682639473,98463,On Time,-4.0,4.65,
3859331666,83436,On Time,-1.0,3.85,
7971689217,36735,Slightly Delayed,14.0,2.44,Traffic
6822492679,70308,Slightly Delayed,14.0,3.19,Traffic
7211194993,79267,On Time,0.0,1.51,
461485679,88187,On Time,4.0,1.16,Traffic
3209732414,55281,On Time,0.0,4.14,
6537694730,46287,On Time,4.0,2.1,Traffic
7653097776,52927,On Time,1.0,3.65,Traffic
4928556641,49069,Slightly Delayed,7.0,4.28,Traffic
5905518100,87502,On Time,4.0,3.99,Traffic
8337948336,61806,On Time,5.0,3.64,Traffic
8814435884,19344,On Time,2.0,0.75,Traffic
6645415772,80224,On Time,-4.0,4.61,
5274039950,77082,On Time,-3.0,2.99,
7404052550,19555,On Time,-3.0,3.25,
8179058864,98021,On Time,-2.0,2.59,
5195997912,54621,On Time,-5.0,2.91,
3320194259,18826,On Time,-4.0,3.85,
8185684967,39742,On Time,1.0,2.05,Traffic
2324568019,84177,Slightly Delayed,7.0,3.72,Traffic
3522645150,24179,On Time,1.0,1.57,Traffic
4510488834,88472,On Time,0.0,1.56,
9433427403,44148,Slightly Delayed,13.0,4.98,Traffic
8065436106,75168,On Time,0.0,4.51,
846586265,8377,Slightly Delayed,10.0,2.63,Traffic
4337013612,14243,On Time,3.0,2.79,Traffic
8916023990,91553,Slightly Delayed,11.0,1.31,Traffic
6018805430,39582,On Time,4.0,4.16,Traffic
2676353168,61764,On Time,-1.0,3.6,
1069724600,27884,Slightly Delayed,9.0,2.23,Traffic
5503476312,28852,On Time,4.0,2.89,Traffic
4439677910,84746,On Time,0.0,1.59,
8045361592,3274,On Time,2.0,4.06,Traffic
1873731593,82405,On Time,3.0,4.21,Traffic
1126011099,7013,On Time,-1.0,0.92,
4100626744,30255,On Time,5.0,4.16,Traffic
8616880376,3557,Significantly Delayed,20.0,2.86,Traffic
1427911940,321,On Time,3.0,2.28,Traffic
4416398885,89868,On Time,-1.0,1.05,
2584579895,40539,On Time,-2.0,2.26,
7770651576,65051,Significantly Delayed,23.0,4.1,Traffic
3705985582,64445,On Time,1.0,2.11,Traffic
5160295213,99136,On Time,0.0,2.45,
4374285559,77397,Slightly Delayed,7.0,2.49,Traffic
9096638812,82494,On Time,-1.0,2.07,
2888179397,21483,Slightly Delayed,8.0,1.89,Traffic
3387165389,5218,On Time,0.0,2.13,
1925647539,74222,On Time,1.0,1.39,Traffic
6160848562,3350,On Time,5.0,3.71,Traffic
2343495895,92896,On Time,-1.0,2.17,
8812220964,67129,On Time,5.0,3.5,Traffic
8640364495,26749,Slightly Delayed,10.0,3.03,Traffic
4610687284,4338,On Time,5.0,4.69,Traffic
189431942,73313,On Time,-2.0,4.37,
1746826454,85938,On Time,-2.0,0.64,
948345459,89820,Slightly Delayed,10.0,1.25,Traffic
9959881029,36005,Slightly Delayed,10.0,0.93,Traffic
621213006,42600,On Time,1.0,1.61,Traffic
1772464528,47913,On Time,1.0,2.23,Traffic
7732863862,10377,On Time,2.0,3.32,Traffic
3064828239,46175,On Time,5.0,4.66,Traffic
6363526452,870,On Time,2.0,2.76,Traffic
6988011282,63272,On Time,-1.0,3.17,
8523250818,69177,On Time,-4.0,1.28,
5595210484,82974,Slightly Delayed,8.0,2.21,Traffic
1461081366,36779,Slightly Delayed,7.0,3.78,Traffic
4922364507,69143,On Time,2.0,2.96,Traffic
6597871211,42842,On Time,1.0,2.44,Traffic
2719816862,89017,Slightly Delayed,15.0,2.7,Traffic
9830788650,26304,On Time,5.0,4.22,Traffic
140980199,72398,Slightly Delayed,9.0,1.97,Traffic
7595842583,3254,On Time,5.0,1.8,Traffic
2390228992,70541,On Time,0.0,4.68,
8178738469,89094,Slightly Delayed,10.0,4.95,Traffic
9964671001,5380,On Time,-4.0,1.4,
1258689954,51547,On Time,2.0,2.97,Traffic
4647158015,93276,Slightly Delayed,12.0,1.02,Traffic
2382974038,81484,On Time,3.0,3.41,Traffic
3663827875,25542,Significantly Delayed,24.0,2.92,Traffic
6501113916,30138,On Time,4.0,3.28,Traffic
3300719369,14792,On Time,5.0,4.37,Traffic
3239722852,63051,On Time,-4.0,0.68,
6694899030,72101,Slightly Delayed,13.0,1.64,Traffic
992895707,95191,Slightly Delayed,6.0,4.39,Traffic
8432150432,4319,On Time,0.0,4.15,
6220520171,82788,On Time,-1.0,0.95,
735608722,4090,Slightly Delayed,14.0,2.64,Traffic
7303161073,80732,On Time,5.0,3.14,Traffic
9783380107,37808,On Time,0.0,1.55,
3835886077,58336,On Time,-2.0,1.06,
8140652447,16128,On Time,-3.0,4.81,
6412390967,19522,On Time,2.0,3.04,Traffic
6688575911,28472,On Time,3.0,3.47,Traffic
3890111511,51181,Significantly Delayed,19.0,3.55,Traffic
5145256852,60056,Significantly Delayed,18.0,4.37,Traffic
7375057413,80419,Slightly Delayed,9.0,4.64,Traffic
3047491006,3770,On Time,5.0,0.69,Traffic
7715738110,78052,On Time,4.0,0.64,Traffic
6191554160,17582,On Time,-2.0,4.32,
896919031,61896,On Time,-1.0,3.17,
1535818185,11471,On Time,-5.0,3.44,
4428830794,1874,On Time,3.0,4.36,Traffic
3610035622,94062,On Time,-2.0,2.96,
8674445072,98361,On Time,2.0,1.92,Traffic
9623704312,5220,On Time,2.0,0.75,Traffic
7786002894,99820,Slightly Delayed,6.0,2.8,Traffic
3264409553,61878,Significantly Delayed,24.0,4.86,Traffic
7736534043,83856,On Time,-4.0,4.36,
5936596117,1771,On Time,-5.0,2.78,
1980087245,98576,On Time,3.0,3.77,Traffic
8861557989,38818,On Time,-4.0,3.9,
6702391437,44685,Significantly Delayed,17.0,1.73,Traffic
6385452188,84550,On Time,4.0,4.06,Traffic
8813216380,388,Slightly Delayed,10.0,2.93,Traffic
5563712992,8510,On Time,4.0,4.23,Traffic
966468552,64064,On Time,-2.0,2.29,
4368529506,98277,Slightly Delayed,6.0,1.15,Traffic
3777009463,36810,On Time,-1.0,3.36,
3560912801,16585,On Time,-5.0,2.69,
1741224538,28254,On Time,0.0,1.04,
4579251445,63271,On Time,0.0,2.51,
3438127101,80040,On Time,2.0,2.44,Traffic
9741958794,4642,Slightly Delayed,8.0,1.52,Traffic
882082341,64310,Slightly Delayed,11.0,2.1,Traffic
3629321763,93253,On Time,2.0,0.84,Traffic
888938572,28461,On Time,5.0,4.8,Traffic
5263181887,28643,On Time,5.0,1.24,Traffic
7071557807,70989,Slightly Delayed,8.0,4.81,Traffic
6888804296,27520,On Time,2.0,3.51,Traffic
814182718,18293,On Time,-5.0,1.14,
3513524740,96517,Significantly Delayed,22.0,3.09,Traffic
1234169434,73458,On Time,4.0,2.23,Traffic
2577990012,81801,On Time,0.0,3.35,
8446065263,38584,Slightly Delayed,6.0,1.74,Traffic
4220970302,93466,On Time,-4.0,1.84,
5712516128,41787,On Time,1.0,3.96,Traffic
807167715,15159,On Time,-3.0,2.07,
213972345,5515,On Time,2.0,2.86,Traffic
1013762407,89281,Significantly Delayed,24.0,2.11,Traffic
5234194751,47252,On Time,4.0,1.42,Traffic
1389077693,1965,Slightly Delayed,14.0,3.0,Traffic
1895143216,68226,On Time,5.0,4.21,Traffic
3667250123,34707,Significantly Delayed,26.0,2.28,Traffic
6430529802,72291,On Time,-5.0,2.39,
4856277700,85395,Significantly Delayed,16.0,2.92,Traffic
1492403962,88981,On Time,3.0,1.18,Traffic
4348167632,62399,On Time,-5.0,2.38,
3682471195,94268,Slightly Delayed,14.0,4.09,Traffic
6888837939,18096,On Time,-5.0,1.99,
2278004109,72611,Slightly Delayed,7.0,0.76,Traffic
7471013149,21505,Slightly Delayed,8.0,2.74,Traffic
755745232,25231,Slightly Delayed,11.0,1.87,Traffic
2963187161,20323,Slightly Delayed,12.0,2.14,Traffic
3980591844,16450,On Time,5.0,4.88,Traffic
9960808976,27708,On Time,-3.0,4.17,
8740552000,40753,Slightly Delayed,11.0,1.82,Traffic
9230099449,45467,On Time,-4.0,3.75,
4277432248,33604,On Time,-4.0,4.78,
3624765984,26888,On Time,-5.0,2.89,
8533110341,45197,Slightly Delayed,7.0,1.21,Traffic
5036664068,54985,On Time,-3.0,1.44,
9989636336,91946,Slightly Delayed,14.0,4.86,Traffic
2843642858,39226,On Time,2.0,1.92,Traffic
7510849424,35153,On Time,-1.0,3.62,
8744806310,19395,On Time,-3.0,2.89,
7605774154,78836,On Time,-2.0,4.44,
6904233594,24070,On Time,-4.0,1.53,
6371336060,17953,On Time,-3.0,2.4,
8137624530,85372,Slightly Delayed,12.0,4.67,Traffic
9131474241,7186,On Time,-5.0,2.16,
7413772322,77018,On Time,2.0,3.33,Traffic
9400852015,92978,Slightly Delayed,11.0,4.72,Traffic
4867437863,48327,Slightly Delayed,14.0,2.82,Traffic
4219458877,45483,Significantly Delayed,22.0,3.86,Traffic
35135941,64624,On Time,-5.0,3.09,
4754258275,81493,On Time,-2.0,0.79,
9195687538,17689,Significantly Delayed,30.0,0.63,Traffic
344554037,53784,Significantly Delayed,18.0,2.49,Traffic
7503255456,31307,Significantly Delayed,16.0,1.57,Traffic
5903638531,30906,On Time,-2.0,0.73,
1670694517,54015,On Time,-5.0,1.62,
2369121788,509,On Time,4.0,4.9,Traffic
6012082951,9667,On Time,3.0,2.52,Traffic
3675914158,57846,Slightly Delayed,13.0,1.98,Traffic
1396605672,87368,On Time,-3.0,3.09,
4260996213,14963,Significantly Delayed,17.0,1.23,Traffic
4749534376,33915,On Time,-5.0,4.34,
6095091385,58226,Slightly Delayed,13.0,3.14,Traffic
1131338162,72596,On Time,-2.0,3.25,
6100236720,91266,On Time,2.0,2.93,Traffic
3363683548,93499,On Time,0.0,1.2,
8721540965,67650,On Time,-1.0,4.87,
1712456261,26493,On Time,-1.0,4.91,
760930025,62735,On Time,-2.0,3.35,
5652465358,54033,Significantly Delayed,21.0,0.59,Traffic
3580915899,64163,On Time,-5.0,2.33,
1174382816,82185,On Time,1.0,1.42,Traffic
3200474667,16148,On Time,-4.0,0.98,
7474651061,94198,On Time,-5.0,2.11,
1892282465,2804,On Time,-1.0,3.49,
3859828998,39119,On Time,-1.0,0.78,
2554590672,36934,On Time,3.0,2.42,Traffic
9667675052,94350,On Time,4.0,3.23,Traffic
8382437838,84984,On Time,-2.0,3.02,
6247090607,96576,On Time,2.0,3.76,Traffic
5004073261,62540,Slightly Delayed,13.0,0.86,Traffic
6595898122,99156,On Time,-4.0,2.95,
9844371682,70915,On Time,-5.0,3.43,
7198169379,92952,Slightly Delayed,8.0,2.25,Traffic
2815855636,6074,On Time,3.0,1.93,Traffic
6033660622,82054,Slightly Delayed,7.0,3.74,Traffic
7944056454,83225,On Time,2.0,4.19,Traffic
4354264440,3704,Slightly Delayed,12.0,4.26,Traffic
5623096090,13931,On Time,0.0,0.9,
701856661,15464,On Time,-1.0,3.71,
1911276445,18487,Slightly Delayed,12.0,2.99,Traffic
9323909987,7906,On Time,-2.0,0.6,
1988898073,21707,Slightly Delayed,10.0,1.17,Traffic
6457671753,50589,On Time,-3.0,1.96,
3556497272,79803,On Time,3.0,4.09,Traffic
2182762247,8763,On Time,-4.0,2.61,
6026842782,57323,On Time,-1.0,1.19,
1227108607,36907,On Time,3.0,3.36,Traffic
9362226645,29024,Slightly Delayed,9.0,3.5,Traffic
6313785973,34181,Slightly Delayed,10.0,1.22,Traffic
1297253359,20964,Slightly Delayed,9.0,3.5,Traffic
6138091203,27226,On Time,-5.0,4.3,
4770739350,96604,Significantly Delayed,27.0,3.34,Traffic
6253838449,92207,On Time,2.0,1.37,Traffic
1015708455,35032,Slightly Delayed,8.0,2.74,Traffic
2201201842,7484,On Time,-5.0,1.61,
200000051,58741,On Time,-4.0,4.86,
409570377,6848,Slightly Delayed,15.0,3.53,Traffic
5944464513,80133,On Time,-2.0,4.49,
7064377287,30746,On Time,0.0,3.87,
7763036477,11382,On Time,-5.0,2.35,
7494002152,12465,On Time,-4.0,4.81,
692127479,59887,On Time,-5.0,3.54,
7544245121,48705,Slightly Delayed,8.0,0.74,Traffic
4429641190,56195,On Time,1.0,3.43,Traffic
8093366865,55773,Significantly Delayed,27.0,1.97,Traffic
6269075067,40584,On Time,-3.0,3.95,
4056304110,32614,Significantly Delayed,18.0,1.37,Traffic
4447978623,26809,On Time,0.0,4.74,
5875285677,55480,On Time,4.0,1.55,Traffic
4177774653,8589,On Time,2.0,3.63,Traffic
502632296,67946,On Time,3.0,4.42,Traffic
5037688536,166,Significantly Delayed,28.0,3.96,Traffic
6844277478,29959,Slightly Delayed,7.0,4.59,Traffic
3368317718,96055,On Time,-5.0,4.71,
913881994,98626,On Time,1.0,4.43,Traffic
6445700839,94758,On Time,3.0,1.13,Traffic
101613683,59292,On Time,-5.0,4.08,
7094586913,74282,On Time,1.0,4.54,Traffic
2478557609,53936,Slightly Delayed,13.0,1.9,Traffic
9516720368,46734,On Time,1.0,3.37,Traffic
3808010352,50711,On Time,-2.0,1.51,
7921886899,97509,On Time,-3.0,3.69,
6818712547,65099,On Time,-2.0,2.26,
4538204462,4874,On Time,1.0,2.06,Traffic
2008331630,19684,On Time,0.0,4.14,
3901338038,93090,On Time,2.0,3.21,Traffic
1483786406,99066,Significantly Delayed,28.0,3.36,Traffic
5022936426,86251,On Time,-5.0,3.99,
5470875365,79541,On Time,2.0,0.75,Traffic
7144611408,55520,On Time,-2.0,4.62,
9411421675,51778,On Time,3.0,4.6,Traffic
7315949343,72063,On Time,-1.0,4.42,
9430475133,41262,On Time,3.0,3.39,Traffic
3062145702,8248,On Time,4.0,2.9,Traffic
6500458984,90658,Slightly Delayed,9.0,1.2,Traffic
7429306851,96651,On Time,1.0,0.79,Traffic
2687236003,93868,On Time,3.0,0.84,Traffic
1885906938,39994,Slightly Delayed,7.0,2.84,Traffic
9949334146,58811,Significantly Delayed,24.0,2.71,Traffic
2555454584,50763,Significantly Delayed,21.0,1.85,Traffic
2503209946,13371,On Time,-1.0,1.66,
2329563439,52741,Significantly Delayed,23.0,2.91,Traffic
